Station ID,Visit,Data_Source,Location,Date,Chl,MC
NLA12_ND-160,1,NLA 12,,,7.24,0.10947
NLA12_ND-162,1,NLA 12,,,21.6,2.3696
NLA12_ND-162,1,NLA 12,,,20.4,0.9253
NLA12_ND-163,1,NLA 12,,,28.64,2.52968
NLA12_ND-163,1,NLA 12,,,27.2,4.80321
NLA12_ND-164,1,NLA 12,,,39.4893617,0.60725
NLA12_ND-164,1,NLA 12,,,120.38,0.87825
NLA12_ND-167,1,NLA 12,,,42.576,0.3041
NLA12_ND-167,1,NLA 12,,,16.11,3.03155
NLA12_ND-172,1,NLA 12,,,82.24,0.90428
NLA12_ND-172,1,NLA 12,,,88,0.67467
NLA12_ND-173,1,NLA 12,,,2.89,0.70905
NLA12_ND-173,1,NLA 12,,,3.004,0.8401
NLA12_ND-178,1,NLA 12,,,2.69,NA
NLA12_ND-178,1,NLA 12,,,2.868,0.12086
NLA12_ND-187,1,NLA 12,,,3.54,0.12723
NLA12_ND-187,1,NLA 12,,,7.04,0.23839
NLA12_ND-190,1,NLA 12,,,229.7142857,2.98671
NLA12_ND-190,1,NLA 12,,,190,1.67403
NLA12_ND-193,1,NLA 12,,,87.35,50.5432
NLA12_ND-193,1,NLA 12,,,81.12,24.1904
NLA12_ND-194,1,NLA 12,,,446.4,4.7213
NLA12_ND-194,1,NLA 12,,,460.8,4.9078
NLA12_ND-196,1,NLA 12,,,18.3,0.5968
NLA12_ND-196,1,NLA 12,,,17.17333333,0.78444
NLA12_ND-198,1,NLA 12,,,8.4,0.1386
NLA12_ND-198,1,NLA 12,,,27.77,0.11212
NLA12_ND-199,1,NLA 12,,,6.24,2.97502
NLA12_ND-199,1,NLA 12,,,4.45,0.27901
NLA12_ND-202,1,NLA 12,,,39.2,0.16962
NLA12_ND-202,1,NLA 12,,,40.8,0.34674
NLA12_ND-R17,1,NLA 12,,,27.867,5.0504
NLA12_ND-R17,1,NLA 12,,,22.4,6.63125
NLA12_ND-R18,1,NLA 12,,,14.73,2.86515
NLA12_ND-R18,1,NLA 12,,,20.4,3.7321
NLA12_NE-121,1,NLA 12,,,218.6666667,5.7702
NLA12_NE-121,1,NLA 12,,,206,3.96168
NLA12_NE-125,1,NLA 12,,,212,NA
NLA12_NE-125,1,NLA 12,,,220.8,0.13869
NLA12_NE-127,1,NLA 12,,,28.47,0.15217
NLA12_NE-127,1,NLA 12,,,19.73333333,NA
NLA12_NE-129,1,NLA 12,,,160.64,1.20324
NLA12_NE-129,1,NLA 12,,,161.6,1.18944
NLA12_NE-129,2,NLA 12,,,122.67,0.3601
NLA12_NE-129,2,NLA 12,,,160.32,0.53688
NLA12_NE-133,1,NLA 12,,,2.66,0.21436
NLA12_NE-133,1,NLA 12,,,2.27,0.41209
NLA12_NE-135,1,NLA 12,,,233.6,0.10619
NLA12_NE-135,1,NLA 12,,,182.4,0.11256
NLA12_NE-149,1,NLA 12,,,272,0.62323
NLA12_NE-149,1,NLA 12,,,248,0.62798
NLA12_NE-154,1,NLA 12,,,93.33,0.39835
NLA12_NE-154,1,NLA 12,,,114.9333333,0.47046
NLA12_NE-156,1,NLA 12,,,424,3.3608
NLA12_NE-156,1,NLA 12,,,396.8,3.44001
NLA12_NE-157,1,NLA 12,,,15.76,NA
NLA12_NE-157,1,NLA 12,,,14.8,NA
NLA12_NE-158,1,NLA 12,,,5.15,NA
NLA12_NE-158,1,NLA 12,,,5.48,NA
NLA12_NE-160,1,NLA 12,,,21.37142857,0.16286
NLA12_NE-160,1,NLA 12,,,22.6,NA
NLA12_NE-166,1,NLA 12,,,24.1,NA
NLA12_NE-166,1,NLA 12,,,28.8,NA
NLA12_NE-170,1,NLA 12,,,248.76,4.56249
NLA12_NE-170,1,NLA 12,,,253.08,4.76948
NLA12_NH-107,1,NLA 12,,,3.7,0.10202
NLA12_NH-107,1,NLA 12,,,6.192,NA
NLA12_NH-108,1,NLA 12,,,3.368,NA
NLA12_NH-108,1,NLA 12,,,3.34,NA
NLA12_NH-109,1,NLA 12,,,0.6112,NA
NLA12_NH-109,1,NLA 12,,,0.94,NA
NLA12_NH-111,1,NLA 12,,,4.06,NA
NLA12_NH-111,1,NLA 12,,,3.48,NA
NLA12_NH-112,1,NLA 12,,,2.24,NA
NLA12_NH-112,1,NLA 12,,,2.24,0.15929
NLA12_NH-112,2,NLA 12,,,2.62,0.1215
NLA12_NH-112,2,NLA 12,,,2.152,0.13025
NLA12_NH-115,1,NLA 12,,,1.32,NA
NLA12_NH-115,1,NLA 12,,,1.984,NA
NLA12_NJ-105,1,NLA 12,,,8.77,NA
NLA12_NJ-105,1,NLA 12,,,3.216,NA
NLA12_NJ-106,1,NLA 12,,,105.84,0.24747
NLA12_NJ-106,1,NLA 12,,,21.28,0.19591
NLA12_NJ-107,1,NLA 12,,,15.73,NA
NLA12_NJ-107,1,NLA 12,,,15.728,NA
NLA12_NJ-108,1,NLA 12,,,3.744,NA
NLA12_NJ-108,1,NLA 12,,,3.57,NA
NLA12_NJ-118,1,NLA 12,,,7.9,NA
NLA12_NJ-118,1,NLA 12,,,9.02,NA
NLA12_NJ-119,1,NLA 12,,,4.927,NA
NLA12_NJ-119,1,NLA 12,,,5.727,NA
NLA12_NJ-131,1,NLA 12,,,2.55,0.30915
NLA12_NJ-131,1,NLA 12,,,2.901333333,0.33924
NLA12_NJ-131,2,NLA 12,,,3.01,0.27696
NLA12_NJ-131,2,NLA 12,,,2.445714286,0.29008
NLA12_NM-117,1,NLA 12,,,1.44,NA
NLA12_NM-117,1,NLA 12,,,4.658333333,NA
NLA12_NM-117,2,NLA 12,,,10.8,NA
NLA12_NM-117,2,NLA 12,,,31.2,0.10036
NLA12_NM-129,1,NLA 12,,,1.58,0.11632
NLA12_NM-129,1,NLA 12,,,1.74,0.11406
NLA12_NM-132,1,NLA 12,,,23.521,0.11607
NLA12_NM-132,1,NLA 12,,,32.88,2.1761
NLA12_NM-133,1,NLA 12,,,NA,NA
NLA12_NM-133,1,NLA 12,,,21.32,NA
NLA12_NM-138,1,NLA 12,,,2.81,0.11503
NLA12_NM-138,1,NLA 12,,,1.915,NA
NLA12_NM-161,1,NLA 12,,,1.715,NA
NLA12_NM-161,1,NLA 12,,,2.21,NA
NLA12_NM-162,1,NLA 12,,,1.93,0.21026
NLA12_NM-162,1,NLA 12,,,1.57,0.14484
NLA12_NV-119,1,NLA 12,,,5.488,NA
NLA12_NV-119,1,NLA 12,,,0.76,0.1049
NLA12_NV-119,2,NLA 12,,,32.964,0.16729
NLA12_NV-119,2,NLA 12,,,9.74,0.26727
NLA12_NV-127,1,NLA 12,,,23.92,0.10856
NLA12_NV-127,1,NLA 12,,,1.815,NA
NLA12_NV-137,1,NLA 12,,,15.12,NA
NLA12_NV-137,1,NLA 12,,,4.288,NA
NLA12_NV-141,1,NLA 12,,,5.6,0.95549
NLA12_NV-141,1,NLA 12,,,5.141333333,0.48171
NLA12_NV-144,1,NLA 12,,,11.64444444,0.10593
NLA12_NV-144,1,NLA 12,,,16.23,0.10852
NLA12_NV-167,1,NLA 12,,,0.410133333,NA
NLA12_NV-167,1,NLA 12,,,2.55,NA
NLA12_NV-177,1,NLA 12,,,5.26,0.1093
NLA12_NV-177,1,NLA 12,,,1.771428571,0.10775
NLA12_NV-193,1,NLA 12,,,2.064,NA
NLA12_NV-193,1,NLA 12,,,1.14,NA
NLA12_NY-0104,1,NLA 12,,,4.7,NA
NLA12_NY-0104,1,NLA 12,,,6.78,NA
NLA12_NY-0104,2,NLA 12,,,55.52,0.13032
NLA12_NY-0104,2,NLA 12,,,9.552,NA
NLA12_NY-0106,1,NLA 12,,,1.844,NA
NLA12_NY-0106,1,NLA 12,,,1.619,NA
NLA12_NY-0108,1,NLA 12,,,20.96,NA
NLA12_NY-0108,1,NLA 12,,,41.6,NA
NLA12_NY-0109,1,NLA 12,,,12.64,NA
NLA12_NY-0109,1,NLA 12,,,5.02,NA
NLA12_NY-0110,1,NLA 12,,,2.24,0.10623
NLA12_NY-0110,1,NLA 12,,,2.202666667,NA
NLA12_NY-0111,1,NLA 12,,,2.25,NA
NLA12_NY-0111,1,NLA 12,,,1.691,NA
NLA12_NY-0112,1,NLA 12,,,5.137777778,NA
NLA12_NY-0112,1,NLA 12,,,2.88,NA
NLA12_NY-R08,1,NLA 12,,,2.84,NA
NLA12_NY-R08,1,NLA 12,,,2.38,NA
NLA12_NY-R11,1,NLA 12,,,1.38,NA
NLA12_NY-R11,1,NLA 12,,,2.28,0.13114
NLA12_OH-112,1,NLA 12,,,8.587,NA
NLA12_OH-112,1,NLA 12,,,5.18,NA
NLA12_OH-113,1,NLA 12,,,40.8,0.21906
NLA12_OH-113,1,NLA 12,,,88.8,0.3316
NLA12_OH-115,1,NLA 12,,,4.67,0.78105
NLA12_OH-115,1,NLA 12,,,3.188,0.94085
NLA12_OH-118,1,NLA 12,,,1.22,NA
NLA12_OH-118,1,NLA 12,,,0.92,NA
NLA12_OH-118,2,NLA 12,,,10.4,0.10274
NLA12_OH-118,2,NLA 12,,,8.8,NA
NLA12_OH-122,1,NLA 12,,,63.8,NA
NLA12_OH-122,1,NLA 12,,,64.32,NA
NLA12_OH-134,1,NLA 12,,,77.44,0.21548
NLA12_OH-134,1,NLA 12,,,43,0.35759
NLA12_OH-136,1,NLA 12,,,185.76,1.4296
NLA12_OH-136,1,NLA 12,,,204.48,1.2751
NLA12_OH-R02,1,NLA 12,,,16.16,NA
NLA12_OH-R02,1,NLA 12,,,4.4,NA
NLA12_OH-R03,1,NLA 12,,,5.344,0.11081
NLA12_OH-R03,1,NLA 12,,,6.4,0.20855
NLA12_OK-134,1,NLA 12,,,13.4,0.10889
NLA12_OK-134,1,NLA 12,,,21.4,0.10256
NLA12_OK-135,1,NLA 12,,,10.3,0.11341
NLA12_OK-135,1,NLA 12,,,6.41,0.11213
NLA12_OK-285,1,NLA 12,,,21.7,NA
NLA12_OK-285,1,NLA 12,,,18.4,NA
NLA12_OK-286,1,NLA 12,,,104,2.0526
NLA12_OK-286,1,NLA 12,,,191,1.1225
NLA12_OK-288,1,NLA 12,,,3.06,0.15856
NLA12_OK-288,1,NLA 12,,,2.57,0.13355
NLA12_OK-291,1,NLA 12,,,50.3,0.11069
NLA12_OK-291,1,NLA 12,,,46.8,0.14412
NLA12_OK-292,1,NLA 12,,,91.1,0.11584
NLA12_OK-292,1,NLA 12,,,90.7,0.18119
NLA12_OK-293,1,NLA 12,,,152,0.71363
NLA12_OK-293,1,NLA 12,,,74.2,1.09731
NLA12_OK-296,1,NLA 12,,,96.8,0.15165
NLA12_OK-296,1,NLA 12,,,93.6,0.13292
NLA12_OK-299,1,NLA 12,,,2.48,0.12039
NLA12_OK-299,1,NLA 12,,,2.08,0.13644
NLA12_OK-299,2,NLA 12,,,5.41,0.15746
NLA12_OK-299,2,NLA 12,,,5.18,0.16824
NLA12_OK-302,1,NLA 12,,,4.42,NA
NLA12_OK-302,1,NLA 12,,,4.04,0.101
NLA12_OK-306,1,NLA 12,,,1.83,0.1193
NLA12_OK-306,1,NLA 12,,,2.32,NA
NLA12_OK-311,1,NLA 12,,,12.7,0.10226
NLA12_OK-311,1,NLA 12,,,13.8,0.13667
NLA12_OR-121,1,NLA 12,,,0.769230769,NA
NLA12_OR-121,1,NLA 12,,,1,0.1007
NLA12_OR-121,2,NLA 12,,,0.8896,NA
NLA12_OR-121,2,NLA 12,,,0.31,NA
NLA12_OR-123,1,NLA 12,,,11.872,NA
NLA12_OR-123,1,NLA 12,,,2.62,NA
NLA12_OR-126,1,NLA 12,,,1.99,NA
NLA12_OR-126,1,NLA 12,,,1.468,NA
NLA12_OR-129,1,NLA 12,,,1.36,NA
NLA12_OR-129,1,NLA 12,,,2.832,NA
NLA12_OR-133,1,NLA 12,,,3.42,NA
NLA12_OR-133,1,NLA 12,,,1.424,NA
NLA12_OR-144,1,NLA 12,,,10.53,NA
NLA12_OR-144,1,NLA 12,,,1.194666667,NA
NLA12_OR-145,1,NLA 12,,,2.711111111,NA
NLA12_OR-145,1,NLA 12,,,7.39,NA
NLA12_OR-154,1,NLA 12,,,2.392,0.23525
NLA12_OR-154,1,NLA 12,,,3.74,0.47105
NLA12_OR-155,1,NLA 12,,,15.776,NA
NLA12_OR-155,1,NLA 12,,,9.52,NA
NLA12_OR-158,1,NLA 12,,,118.94,NA
NLA12_OR-158,1,NLA 12,,,45.6,NA
NLA12_OR-160,1,NLA 12,,,0.692,NA
NLA12_OR-160,1,NLA 12,,,0.42,NA
NLA12_OR-163,1,NLA 12,,,2.39,NA
NLA12_OR-163,1,NLA 12,,,3.411428571,NA
NLA12_OR-167,1,NLA 12,,,19.56,0.13327
NLA12_OR-167,1,NLA 12,,,20.68571429,NA
NLA12_OR-169,1,NLA 12,,,0.8,NA
NLA12_OR-169,1,NLA 12,,,0.428,NA
NLA12_OR-173,1,NLA 12,,,0.725333333,NA
NLA12_OR-173,1,NLA 12,,,1.03,NA
NLA12_PA-108,1,NLA 12,,,5.2,NA
NLA12_PA-108,1,NLA 12,,,2.1,NA
NLA12_PA-108,2,NLA 12,,,29.37,1.96
NLA12_PA-108,2,NLA 12,,,104.26,0.86
NLA12_PA-109,1,NLA 12,,,5.79,NA
NLA12_PA-109,1,NLA 12,,,11.19,NA
NLA12_PA-110,1,NLA 12,,,24.92,NA
NLA12_PA-110,1,NLA 12,,,21.15,NA
NLA12_PA-111,1,NLA 12,,,19.22,0.26
NLA12_PA-111,1,NLA 12,,,56.07,0.41
NLA12_PA-114,1,NLA 12,,,2.35,NA
NLA12_PA-114,1,NLA 12,,,2.24,NA
NLA12_PA-115,1,NLA 12,,,3.2,NA
NLA12_PA-115,1,NLA 12,,,11.39,NA
NLA12_PA-117,1,NLA 12,,,52.69,5.65
NLA12_PA-117,1,NLA 12,,,72.62,2.93
NLA12_PA-118,1,NLA 12,,,8.01,NA
NLA12_PA-118,1,NLA 12,,,5.19,NA
NLA12_PA-119,1,NLA 12,,,1.8,NA
NLA12_PA-119,1,NLA 12,,,0,NA
NLA12_PA-R10,1,NLA 12,,,0.396,NA
NLA12_PA-R10,1,NLA 12,,,1.37,NA
NLA12_PA-R11,1,NLA 12,,,4.2,NA
NLA12_PA-R11,1,NLA 12,,,3.77,NA
NLA12_RI-110,1,NLA 12,,,3.34,NA
NLA12_RI-110,1,NLA 12,,,24.32,NA
NLA12_RI-111,1,NLA 12,,,9.76,0.24235
NLA12_RI-111,1,NLA 12,,,9.338461538,0.22304
NLA12_RI-111,2,NLA 12,,,14.64,0.18382
NLA12_RI-111,2,NLA 12,,,3.733333333,0.11831
NLA12_RI-113,1,NLA 12,,,10.88,NA
NLA12_RI-113,1,NLA 12,,,4.03,NA
NLA12_SC-104,1,NLA 12,,,9.25,0.10452
NLA12_SC-104,1,NLA 12,,,NA,NA
NLA12_SC-104,2,NLA 12,,,14.99,0.10155
NLA12_SC-104,2,NLA 12,,,20.08,NA
NLA12_SC-105,1,NLA 12,,,22.29,0.22783
NLA12_SC-105,1,NLA 12,,,29.33333333,0.1753
NLA12_SC-108,1,NLA 12,,,12.4,NA
NLA12_SC-108,1,NLA 12,,,11.49333333,NA
NLA12_SC-112,1,NLA 12,,,2.39,0.11399
NLA12_SC-112,1,NLA 12,,,2.605714286,NA
NLA12_SC-112,2,NLA 12,,,6.64,NA
NLA12_SC-112,2,NLA 12,,,5.79,NA
NLA12_SC-127,1,NLA 12,,,11.07,NA
NLA12_SC-127,1,NLA 12,,,10.88,NA
NLA12_SD-115,1,NLA 12,,,70.76923077,0.13812
NLA12_SD-115,1,NLA 12,,,81.33,NA
NLA12_SD-115,2,NLA 12,,,164,3.04314
NLA12_SD-115,2,NLA 12,,,172,4.63506
NLA12_SD-119,1,NLA 12,,,60.3,0.16987
NLA12_SD-119,1,NLA 12,,,59.73333333,0.11317
NLA12_SD-122,1,NLA 12,,,31.52,4.91972
NLA12_SD-122,1,NLA 12,,,31.04,1.6732
NLA12_SD-124,1,NLA 12,,,62.8,NA
NLA12_SD-124,1,NLA 12,,,62.9,NA
NLA12_SD-126,1,NLA 12,,,94.32,1.7078
NLA12_SD-126,1,NLA 12,,,93.71428571,1.24035
NLA12_SD-130,1,NLA 12,,,23.36,0.82757
NLA12_SD-130,1,NLA 12,,,22.24,0.50529
NLA12_SD-131,1,NLA 12,,,148.32,0.29472
NLA12_SD-131,1,NLA 12,,,81.44,0.37701
NLA12_SD-132,1,NLA 12,,,11.2,0.17493
NLA12_SD-132,1,NLA 12,,,33.6,0.56226
NLA12_SD-133,1,NLA 12,,,52,0.14947
NLA12_SD-133,1,NLA 12,,,72.92571429,0.18554
NLA12_SD-134,1,NLA 12,,,57.23076923,0.11664
NLA12_SD-134,1,NLA 12,,,55.36,0.19104
NLA12_SD-137,1,NLA 12,,,0.576,NA
NLA12_SD-137,1,NLA 12,,,0.53,NA
NLA12_SD-141,1,NLA 12,,,8.72,2.37294
NLA12_SD-141,1,NLA 12,,,6.2,4.72922
NLA12_SD-143,1,NLA 12,,,7.413333333,5.48345
NLA12_SD-143,1,NLA 12,,,5.2,3.12326
NLA12_SD-146,1,NLA 12,,,2.55,NA
NLA12_SD-146,1,NLA 12,,,7.936,NA
NLA12_SD-147,1,NLA 12,,,55.07,37.6071
NLA12_SD-147,1,NLA 12,,,57,33.2607
NLA12_SD-150,1,NLA 12,,,37.3,0.17466
NLA12_SD-150,1,NLA 12,,,13,0.14774
NLA12_SD-154,1,NLA 12,,,35.56923077,9.6936
NLA12_SD-154,1,NLA 12,,,19.02,8.30425
NLA12_SD-157,1,NLA 12,,,32.508,0.22354
NLA12_SD-157,1,NLA 12,,,37.44,0.91958
NLA12_SD-158,1,NLA 12,,,12.76,3.01118
NLA12_SD-158,1,NLA 12,,,17.28,3.44029
NLA12_SD-162,1,NLA 12,,,85.44,4.32918
NLA12_SD-162,1,NLA 12,,,78.24,4.14772
NLA12_SD-165,1,NLA 12,,,1.97,NA
NLA12_SD-165,1,NLA 12,,,1.912,0.10412
NLA12_SD-166,1,NLA 12,,,6.376,NA
NLA12_SD-166,1,NLA 12,,,6.02,0.10698
NLA12_SD-168,1,NLA 12,,,9.84,0.17944
NLA12_SD-168,1,NLA 12,,,16.88,0.17187
NLA12_SD-170,1,NLA 12,,,25.46666667,0.98876
NLA12_SD-170,1,NLA 12,,,31.87,0.6185
NLA12_SD-172,1,NLA 12,,,3.688,0.18522
NLA12_SD-172,1,NLA 12,,,NA,0.12127
NLA12_SD-183,1,NLA 12,,,4.57,NA
NLA12_SD-183,1,NLA 12,,,4.672,0.10426
NLA12_SD-198,1,NLA 12,,,0.85,0.54298
NLA12_SD-198,1,NLA 12,,,1.914,0.59536
NLA12_SD-212,1,NLA 12,,,0.334,NA
NLA12_SD-212,1,NLA 12,,,10.3,NA
NLA12_TN-106,1,NLA 12,,,10.45,NA
NLA12_TN-106,1,NLA 12,,,28,NA
NLA12_TN-113,1,NLA 12,,,109.584,0.11936
NLA12_TN-113,1,NLA 12,,,34.08,NA
NLA12_TN-114,1,NLA 12,,,35.04,0.10388
NLA12_TN-114,1,NLA 12,,,29.92,0.10465
NLA12_TN-114,2,NLA 12,,,12.352,0.11737
NLA12_TN-114,2,NLA 12,,,25.12,NA
NLA12_TN-119,1,NLA 12,,,26.56,33.672
NLA12_TN-119,1,NLA 12,,,23.04,39.0063
NLA12_TN-122,1,NLA 12,,,19.04,NA
NLA12_TN-122,1,NLA 12,,,18.24,NA
NLA12_TX-117,1,NLA 12,,,50.4,0.1352
NLA12_TX-117,1,NLA 12,,,88.8,0.10713
NLA12_TX-117,2,NLA 12,,,126.4,NA
NLA12_TX-117,2,NLA 12,,,144.8,0.12806
NLA12_TX-118,1,NLA 12,,,25.52,NA
NLA12_TX-118,1,NLA 12,,,25.4,NA
NLA12_TX-121,1,NLA 12,,,40.8,0.12266
NLA12_TX-121,1,NLA 12,,,23.8,0.12448
NLA12_TX-124,1,NLA 12,,,12.08,0.11139
NLA12_TX-124,1,NLA 12,,,10.48,0.10005
NLA12_TX-128,1,NLA 12,,,7.82,NA
NLA12_TX-128,1,NLA 12,,,5.52,NA
NLA12_TX-129,1,NLA 12,,,12.288,NA
NLA12_TX-129,1,NLA 12,,,5.97,NA
NLA12_TX-135,1,NLA 12,,,28.32,NA
NLA12_TX-135,1,NLA 12,,,30.24,0.13435
NLA12_TX-136,1,NLA 12,,,29.86666667,0.12209
NLA12_TX-136,1,NLA 12,,,28.8,0.10671
NLA12_TX-141,1,NLA 12,,,7.59,0.15873
NLA12_TX-141,1,NLA 12,,,7.064,NA
NLA12_TX-144,1,NLA 12,,,6.848,NA
NLA12_TX-144,1,NLA 12,,,5.46,NA
NLA12_TX-148,1,NLA 12,,,7.31,NA
NLA12_TX-148,1,NLA 12,,,5.64,NA
NLA12_TX-152,1,NLA 12,,,373.3333333,4.06732
NLA12_TX-152,1,NLA 12,,,340,3.27345
NLA12_TX-157,1,NLA 12,,,24.48,NA
NLA12_TX-157,1,NLA 12,,,5.52,NA
NLA12_TX-158,1,NLA 12,,,18.88,0.23052
NLA12_TX-158,1,NLA 12,,,26.6,0.1981
NLA12_TX-159,1,NLA 12,,,17.68,0.21649
NLA12_TX-159,1,NLA 12,,,20,0.1328
NLA12_TX-160,1,NLA 12,,,60.48,NA
NLA12_TX-160,1,NLA 12,,,27.52,NA
NLA12_TX-161,1,NLA 12,,,14.176,NA
NLA12_TX-161,1,NLA 12,,,43.8,NA
NLA12_TX-165,1,NLA 12,,,4.24,NA
NLA12_TX-165,1,NLA 12,,,7.9,NA
NLA12_TX-169,1,NLA 12,,,1.245333333,NA
NLA12_TX-169,1,NLA 12,,,8.36,NA
NLA12_TX-170,1,NLA 12,,,40.4,0.14642
NLA12_TX-170,1,NLA 12,,,51.2,0.14169
NLA12_TX-176,1,NLA 12,,,19.55,0.12857
NLA12_TX-176,1,NLA 12,,,21.216,0.11678
NLA12_TX-182,1,NLA 12,,,50.72,0.1571
NLA12_TX-182,1,NLA 12,,,5.546666667,0.1256
NLA12_TX-187,1,NLA 12,,,40.09411765,0.30687
NLA12_TX-187,1,NLA 12,,,34.56,0.27036
NLA12_TX-190,1,NLA 12,,,2.902857143,0.13073
NLA12_TX-190,1,NLA 12,,,3.23,0.10659
NLA12_TX-195,1,NLA 12,,,13.33,0.11758
NLA12_TX-195,1,NLA 12,,,42.66666667,0.12833
NLA12_TX-196,1,NLA 12,,,27.2,NA
NLA12_TX-196,1,NLA 12,,,25.28,NA
NLA12_TX-199,1,NLA 12,,,209.6,0.11316
NLA12_TX-199,1,NLA 12,,,148,0.15407
NLA12_TX-201,1,NLA 12,,,15.504,NA
NLA12_TX-201,1,NLA 12,,,15.17,NA
NLA12_TX-202,1,NLA 12,,,25.76,2.70959
NLA12_TX-202,1,NLA 12,,,25.28,2.68535
NLA12_TX-205,1,NLA 12,,,7.466666667,NA
NLA12_TX-205,1,NLA 12,,,12.74,0.10315
NLA12_TX-218,1,NLA 12,,,103.2,NA
NLA12_TX-218,1,NLA 12,,,98,0.10603
NLA12_TX-232,1,NLA 12,,,11.968,NA
NLA12_TX-232,1,NLA 12,,,9.92,NA
NLA12_TX-234,1,NLA 12,,,9.163636364,NA
NLA12_TX-234,1,NLA 12,,,9.02,NA
NLA12_TX-235,1,NLA 12,,,87.36,NA
NLA12_TX-235,1,NLA 12,,,44.48,NA
NLA12_TX-R08,1,NLA 12,,,32.47,NA
NLA12_TX-R08,1,NLA 12,,,40,NA
NLA12_TX-R09,1,NLA 12,,,7.968,NA
NLA12_TX-R09,1,NLA 12,,,5.58,NA
NLA12_UT-110,1,NLA 12,,,1.095384615,NA
NLA12_UT-110,1,NLA 12,,,0.66,0.13662
NLA12_UT-110,2,NLA 12,,,4.48,NA
NLA12_UT-110,2,NLA 12,,,2.692,NA
NLA12_UT-112,1,NLA 12,,,10.11428571,NA
NLA12_UT-112,1,NLA 12,,,15.98,NA
NLA12_UT-118,1,NLA 12,,,1.26,NA
NLA12_UT-118,1,NLA 12,,,1.36,NA
NLA12_UT-122,1,NLA 12,,,3.82,NA
NLA12_UT-122,1,NLA 12,,,5.08,NA
NLA12_UT-125,1,NLA 12,,,0.56,NA
NLA12_UT-125,1,NLA 12,,,0.664,0.10445
NLA12_UT-126,1,NLA 12,,,0.486857143,NA
NLA12_UT-126,1,NLA 12,,,0.68,NA
NLA12_UT-128,1,NLA 12,,,21.48,0.10542
NLA12_UT-128,1,NLA 12,,,13.72,0.20561
NLA12_UT-137,1,NLA 12,,,4.13,0.11979
NLA12_UT-137,1,NLA 12,,,15.04,0.18298
NLA12_UT-141,1,NLA 12,,,47.8,0.15953
NLA12_UT-141,1,NLA 12,,,53,NA
NLA12_UT-147,1,NLA 12,,,3.1,NA
NLA12_UT-147,1,NLA 12,,,9.611428571,NA
NLA12_UT-148,1,NLA 12,,,74.8,NA
NLA12_UT-148,1,NLA 12,,,77.33,0.12268
NLA12_UT-159,1,NLA 12,,,2,NA
NLA12_UT-159,1,NLA 12,,,1.509333333,NA
NLA12_UT-160,1,NLA 12,,,0.704,NA
NLA12_UT-160,1,NLA 12,,,7.74,0.15589
NLA12_UT-167,1,NLA 12,,,0.867175573,NA
NLA12_UT-167,1,NLA 12,,,0.66,NA
NLA12_UT-169,1,NLA 12,,,1.93,NA
NLA12_UT-169,1,NLA 12,,,1.56,NA
NLA12_UT-173,1,NLA 12,,,2.392,0.14081
NLA12_UT-173,1,NLA 12,,,2.67,0.10064
NLA12_UT-186,1,NLA 12,,,13.44,NA
NLA12_UT-186,1,NLA 12,,,11.84,0.12548
NLA12_UT-196,1,NLA 12,,,1.23,NA
NLA12_UT-196,1,NLA 12,,,1.34,0.10589
NLA12_UT-203,1,NLA 12,,,0.56,NA
NLA12_UT-203,1,NLA 12,,,0.23,NA
NLA12_UT-210,1,NLA 12,,,2.18,NA
NLA12_UT-210,1,NLA 12,,,2.72,NA
NLA12_UT-222,1,NLA 12,,,14.25,0.13363
NLA12_UT-222,1,NLA 12,,,269.018,0.15452
NLA12_UT-229,1,NLA 12,,,3.12,NA
NLA12_UT-229,1,NLA 12,,,3.516,NA
NLA12_UT-260,1,NLA 12,,,3.564,NA
NLA12_UT-260,1,NLA 12,,,4.6,NA
NLA12_UT-264,1,NLA 12,,,273.6,NA
NLA12_UT-264,1,NLA 12,,,24.1,NA
NLA12_UT-290,1,NLA 12,,,3.907692308,NA
NLA12_UT-290,1,NLA 12,,,2.28,NA
NLA12_UT-294,1,NLA 12,,,2.32,NA
NLA12_UT-294,1,NLA 12,,,0.92,NA
NLA12_UT-324,1,NLA 12,,,1.850666667,NA
NLA12_UT-324,1,NLA 12,,,1.87,NA
NLA12_UT-325,1,NLA 12,,,9.7,NA
NLA12_UT-325,1,NLA 12,,,4.48,NA
NLA12_UT-343,1,NLA 12,,,0.3148,NA
NLA12_UT-343,1,NLA 12,,,3.41,NA
NLA12_UT-359,1,NLA 12,,,198.4,0.50195
NLA12_UT-359,1,NLA 12,,,173.2,0.83875
NLA12_UT-374,1,NLA 12,,,1.09,NA
NLA12_UT-374,1,NLA 12,,,1.676,NA
NLA12_UT-397,1,NLA 12,,,1.2,NA
NLA12_UT-397,1,NLA 12,,,1.116,NA
NLA12_UT-400,1,NLA 12,,,10.24,NA
NLA12_UT-400,1,NLA 12,,,4.46,NA
NLA12_UT-409,1,NLA 12,,,31.2,NA
NLA12_UT-409,1,NLA 12,,,39.68,0.12504
NLA12_UT-412,1,NLA 12,,,9.28,NA
NLA12_UT-412,1,NLA 12,,,7.67,NA
NLA12_UT-424,1,NLA 12,,,6.93,NA
NLA12_UT-424,1,NLA 12,,,5.702857143,NA
NLA12_VA-109,1,NLA 12,,,6.99,NA
NLA12_VA-109,1,NLA 12,,,7.656,NA
